code,municipality,county,constituency,constituency_name,name
01140101,0114,01,02,Stockholms län,Övra Runby
01140102,0114,01,02,Stockholms län,Mälaren
01140120,0114,01,02,Stockholms län,Edssjön
01140121,0114,01,02,Stockholms län,Nedra Runby
01140126,0114,01,02,Stockholms län,Prästgårdsmarken
01140203,0114,01,02,Stockholms län,Folkparken
01140204,0114,01,02,Stockholms län,Fysingen
01140206,0114,01,02,Stockholms län,Sigma
01140207,0114,01,02,Stockholms län,Odenslunda Södra
01140209,0114,01,02,Stockholms län,Smedby Norra
01140210,0114,01,02,Stockholms län,Väsbyskogen Västra
01140211,0114,01,02,Stockholms län,Skälby
01140212,0114,01,02,Stockholms län,Smedby Södra
01140218,0114,01,02,Stockholms län,Korpkulla
01140219,0114,01,02,Stockholms län,Ekebo
01140223,0114,01,02,Stockholms län,Brunnby
01140224,0114,01,02,Stockholms län,Apoteksskogen
01140225,0114,01,02,Stockholms län,Väsbyskogen Östra
01140231,0114,01,02,Stockholms län,Vilunda
01140232,0114,01,02,Stockholms län,Fyrklövern Norra
01140233,0114,01,02,Stockholms län,Fyrklövern Södra
01140313,0114,01,02,Stockholms län,Odenslunda Norra
01140314,0114,01,02,Stockholms län,Norra Bollstanäs
01140315,0114,01,02,Stockholms län,Sjukyrkoberget
01140316,0114,01,02,Stockholms län,Grimstaby
01140317,0114,01,02,Stockholms län,Gamla Bollstanäs
01140318,0114,01,02,Stockholms län,Frestaby
01140327,0114,01,02,Stockholms län,Östra Frestaby-Ekeby
01150101,0115,01,02,Stockholms län,1 Vallentuna västra
01150102,0115,01,02,Stockholms län,2 Markim-Orkesta
01150103,0115,01,02,Stockholms län,3 Hammarbacken N
01150104,0115,01,02,Stockholms län,4 Hammarbacken S
01150105,0115,01,02,Stockholms län,5 Ormsta N
01150106,0115,01,02,Stockholms län,6 Vallentuna nordöstra
01150107,0115,01,02,Stockholms län,7 Norrgården-Sörgården
01150108,0115,01,02,Stockholms län,8 Vallentuna C
01150109,0115,01,02,Stockholms län,9 Ormsta S
01150110,0115,01,02,Stockholms län,10 Lovisedal
01150111,0115,01,02,Stockholms län,11 Karlberg
01150112,0115,01,02,Stockholms län,12 Vada-Angarn-Össeby
01150113,0115,01,02,Stockholms län,13 Bällsta S
01150114,0115,01,02,Stockholms län,14 Bällsta V
01150115,0115,01,02,Stockholms län,15 Vallentuna sydöstra
01150116,0115,01,02,Stockholms län,16 Garn
01150117,0115,01,02,Stockholms län,17 Kårsta-Frösunda
01170001,0117,01,02,Stockholms län,Berga NV
01170002,0117,01,02,Stockholms län,Berga SÖ
01170003,0117,01,02,Stockholms län,Björksättra-Högsättra
01170004,0117,01,02,Stockholms län,Brevik
01170005,0117,01,02,Stockholms län,Flaxenvik-Grindmossen
01170006,0117,01,02,Stockholms län,Fredsborg
01170007,0117,01,02,Stockholms län,Hacksta V
01170008,0117,01,02,Stockholms län,Hacksta Ö
01170009,0117,01,02,Stockholms län,Ljusterö
01170010,0117,01,02,Stockholms län,Margretelund
01170011,0117,01,02,Stockholms län,Roslagskulla-Åsättra
01170012,0117,01,02,Stockholms län,Runö
01170013,0117,01,02,Stockholms län,Rydbo
01170014,0117,01,02,Stockholms län,Skånsta
01170015,0117,01,02,Stockholms län,Skärgårdsstad
01170016,0117,01,02,Stockholms län,Smedby
01170017,0117,01,02,Stockholms län,Svinninge
01170018,0117,01,02,Stockholms län,Säby
01170019,0117,01,02,Stockholms län,Söra N
01170020,0117,01,02,Stockholms län,Söra S
01170021,0117,01,02,Stockholms län,Tråsättra
01170022,0117,01,02,Stockholms län,Tuna
01170023,0117,01,02,Stockholms län,Åkerstorp
01170024,0117,01,02,Stockholms län,Österskär V
01170025,0117,01,02,Stockholms län,Österskär Ö
01200101,0120,01,02,Stockholms län,Värmdö 1 Saltarö
01200102,0120,01,02,Stockholms län,Värmdö 2 Strömma m.fl.
01200103,0120,01,02,Stockholms län,Värmdö 3 Ängsvik
01200104,0120,01,02,Stockholms län,Värmdö 4 Hemmesta
01200105,0120,01,02,Stockholms län,Värmdö 5 Vik
01200106,0120,01,02,Stockholms län,Värmdö 6 Kopparmora
01200107,0120,01,02,Stockholms län,Värmdö 7 Haghulta Kolvik
01200108,0120,01,02,Stockholms län,Värmdö 8 Herrviksnäs m.fl.
01200109,0120,01,02,Stockholms län,Värmdö 9 Torsby
01200301,0120,01,02,Stockholms län,Djurö 1 Vindö
01200302,0120,01,02,Stockholms län,Djurö 2 Björkås Barnvik
01200303,0120,01,02,Stockholms län,Djurö 3 Stavsnäs
01200501,0120,01,02,Stockholms län,Ingarö 1 Lillängsdal Fagerholm
01200502,0120,01,02,Stockholms län,Ingarö 2 Säby Eknäs
01200503,0120,01,02,Stockholms län,Ingarö 3 Ingaröstrand
01200504,0120,01,02,Stockholms län,Ingarö 4 Klacknäset
01200505,0120,01,02,Stockholms län,Ingarö 5 Lämshaga Brunn
01200601,0120,01,02,Stockholms län,Gustavsberg 1 Lugnet
01200602,0120,01,02,Stockholms län,Gustavsberg 2 Tallåsen
01200603,0120,01,02,Stockholms län,Gustavsberg 3 Munkmora
01200604,0120,01,02,Stockholms län,Gustavsberg 4 Höjdhagen m.fl.
01200605,0120,01,02,Stockholms län,Gustavsberg 5 Ösbydalen m.fl.
01200606,0120,01,02,Stockholms län,Gustavsberg 6 Ormingelandet
01200607,0120,01,02,Stockholms län,Gustavsberg 7 Farsta och Hamnområdet
01200608,0120,01,02,Stockholms län,Gustavsberg 8 Mörtnäs
01200609,0120,01,02,Stockholms län,Gustavsberg 9 Mölnvik m.fl.
01200610,0120,01,02,Stockholms län,Gustavsberg 10 Charlottendal m.fl.
01200611,0120,01,02,Stockholms län,Gustavsberg 11 Porslinskvarteren S
01200612,0120,01,02,Stockholms län,Gustavsberg 12 Porslinskvarteren N
01200613,0120,01,02,Stockholms län,Gustavsberg 13 Hästhagen
01230201,0123,01,02,Stockholms län,Norra Barkarby
01230202,0123,01,02,Stockholms län,Södra Barkarby
01230203,0123,01,02,Stockholms län,Skälby Gård Västra
01230204,0123,01,02,Stockholms län,Orgona
01230205,0123,01,02,Stockholms län,Neptuni
01230206,0123,01,02,Stockholms län,Skälby Gård Östra
01230207,0123,01,02,Stockholms län,Barkarbystaden
01230208,0123,01,02,Stockholms län,Kalvshälla
01230209,0123,01,02,Stockholms län,Karlslund
01230210,0123,01,02,Stockholms län,Dragonbacken
01230211,0123,01,02,Stockholms län,Ålsta
01230212,0123,01,02,Stockholms län,Kyrkbyn
01230213,0123,01,02,Stockholms län,Västra Barkarbystaden
01230306,0123,01,02,Stockholms län,Fjällen
01230307,0123,01,02,Stockholms län,Sandvik
01230308,0123,01,02,Stockholms län,Hummelmora
01230309,0123,01,02,Stockholms län,Centrala Viksjö Södra
01230310,0123,01,02,Stockholms län,Lund
01230311,0123,01,02,Stockholms län,Fastebol
01230312,0123,01,02,Stockholms län,Centrala Viksjö Norra
01230313,0123,01,02,Stockholms län,Högby
01230413,0123,01,02,Stockholms län,Tallbohov
01230414,0123,01,02,Stockholms län,Olovslund
01230415,0123,01,02,Stockholms län,Norra Vibblaby
01230416,0123,01,02,Stockholms län,Västerby
01230417,0123,01,02,Stockholms län,Grönvreten
01230418,0123,01,02,Stockholms län,Snapphanen
01230419,0123,01,02,Stockholms län,Norra Nyberg
01230420,0123,01,02,Stockholms län,Hammaren
01230421,0123,01,02,Stockholms län,Dackevägen
01230422,0123,01,02,Stockholms län,Centrala Jakobsberg
01230423,0123,01,02,Stockholms län,Södra Aspnäs
01230424,0123,01,02,Stockholms län,Ekedal
01230425,0123,01,02,Stockholms län,Norra Aspnäs
01230426,0123,01,02,Stockholms län,Vattmyra
01230427,0123,01,02,Stockholms län,Berghem/Polhem
01230428,0123,01,02,Stockholms län,Södra Vibblaby
01230429,0123,01,02,Stockholms län,Södra Nyberg
01230430,0123,01,02,Stockholms län,Riddarparken
01230528,0123,01,02,Stockholms län,Lädersättra
01230529,0123,01,02,Stockholms län,Centrala Kallhäll
01230530,0123,01,02,Stockholms län,Emaljvägen/Kopparvägen
01230531,0123,01,02,Stockholms län,Ulvsättra/Skogstorp
01230532,0123,01,02,Stockholms län,Kolarängen/Villastaden
01230533,0123,01,02,Stockholms län,Stäket
01230534,0123,01,02,Stockholms län,Bolinder strand
01230535,0123,01,02,Stockholms län,Lilla Ulvsättra
01250101,0125,01,02,Stockholms län,Munsö
01250201,0125,01,02,Stockholms län,Adelsö
01250301,0125,01,02,Stockholms län,Ekerö 1 Ekebyhov-Gällstaö
01250302,0125,01,02,Stockholms län,Ekerö 2 Ekebyhov Västra
01250303,0125,01,02,Stockholms län,Ekerö 3 Ekerö-Väsby
01250304,0125,01,02,Stockholms län,Ekerö 4 Träkvista-Skärvik
01250305,0125,01,02,Stockholms län,Ekerö 5 Närlunda
01250306,0125,01,02,Stockholms län,Ekerö 6 Älvnäs
01250307,0125,01,02,Stockholms län,Ekerö 7 Sundby Helgö
01250308,0125,01,02,Stockholms län,Ekerö 8 Ekerö centrum
01250309,0125,01,02,Stockholms län,Ekerö 9 Träkvista
01250310,0125,01,02,Stockholms län,Ekerö 10 Sandudden
01250401,0125,01,02,Stockholms län,Lovö
01250901,0125,01,02,Stockholms län,Färingsö 1 Färingsö Norra
01250902,0125,01,02,Stockholms län,Färingsö 2 Färentuna Hilleshög
01250903,0125,01,02,Stockholms län,Färingsö 3 Svartsjö Sånga
01250904,0125,01,02,Stockholms län,Färingsö 4 Stenhamra Södra
01250905,0125,01,02,Stockholms län,Färingsö 5 Stenhamra Norra
01250906,0125,01,02,Stockholms län,Färingsö 6 Skå
01260103,0126,01,02,Stockholms län,Fridhem
01260105,0126,01,02,Stockholms län,Vistaberg
01260106,0126,01,02,Stockholms län,Stuvsta centrum
01260107,0126,01,02,Stockholms län,Myrängen-Högmora
01260108,0126,01,02,Stockholms län,Stuvsta gård
01260109,0126,01,02,Stockholms län,Kynäs
01260110,0126,01,02,Stockholms län,Kvarnbergsplan
01260116,0126,01,02,Stockholms län,Sörskogen
01260117,0126,01,02,Stockholms län,Balingsnäs
01260119,0126,01,02,Stockholms län,Segersminne
01260120,0126,01,02,Stockholms län,Stensängen
01260122,0126,01,02,Stockholms län,Gladökvarn-Lissma-Ådran
01260123,0126,01,02,Stockholms län,Vårdkasen-Rosenhill
01260124,0126,01,02,Stockholms län,Skogsäng
01260125,0126,01,02,Stockholms län,Milsten
01260126,0126,01,02,Stockholms län,Källbrink
01260127,0126,01,02,Stockholms län,Tomtberga norra
01260128,0126,01,02,Stockholms län,Tomtberga södra
01260129,0126,01,02,Stockholms län,Storängen
01260130,0126,01,02,Stockholms län,Huddinge centrum
01260131,0126,01,02,Stockholms län,Hörningsnäs
01260132,0126,01,02,Stockholms län,Paradisbacken
01260133,0126,01,02,Stockholms län,Solgård
01260134,0126,01,02,Stockholms län,Fullersta gård
01260135,0126,01,02,Stockholms län,Fullersta torg
01260136,0126,01,02,Stockholms län,Snättringe gård
01260201,0126,01,02,Stockholms län,Vidja-Mellansjö-Svartvik
01260202,0126,01,02,Stockholms län,Hammartorp
01260203,0126,01,02,Stockholms län,Trångsund centrum
01260204,0126,01,02,Stockholms län,Stortorp
01260205,0126,01,02,Stockholms län,Västra Skogås norra
01260206,0126,01,02,Stockholms län,Västra Skogås centrum
01260207,0126,01,02,Stockholms län,Västra Skogås västra
01260208,0126,01,02,Stockholms län,Västra Skogås södra
01260209,0126,01,02,Stockholms län,Östra Skogås centrala
01260210,0126,01,02,Stockholms län,Östra Skogås norra
01260211,0126,01,02,Stockholms län,Östra Skogås södra
01260212,0126,01,02,Stockholms län,Fållan-Nytorp
01260213,0126,01,02,Stockholms län,Sjöängen
01260214,0126,01,02,Stockholms län,Länna
01260301,0126,01,02,Stockholms län,Smista östra
01260302,0126,01,02,Stockholms län,Segeltorp centrum
01260303,0126,01,02,Stockholms län,Kråkvik-Kungens kurva
01260304,0126,01,02,Stockholms län,Vårby gård östra
01260305,0126,01,02,Stockholms län,Vårby gård centrum
01260306,0126,01,02,Stockholms län,Vårby gård
01260307,0126,01,02,Stockholms län,Haga
01260308,0126,01,02,Stockholms län,Myrstuguberget
01260309,0126,01,02,Stockholms län,Utsälje centrala
01260310,0126,01,02,Stockholms län,Utsälje
01260311,0126,01,02,Stockholms län,Juringe
01260312,0126,01,02,Stockholms län,Smista västra
01260313,0126,01,02,Stockholms län,Vårby gård västra
01260402,0126,01,02,Stockholms län,Grantorp norra
01260403,0126,01,02,Stockholms län,Grantorp östra
01260404,0126,01,02,Stockholms län,Flemingsberg norra
01260405,0126,01,02,Stockholms län,Visättra östra
01260406,0126,01,02,Stockholms län,Visättra västra
01260407,0126,01,02,Stockholms län,Visättra
01260408,0126,01,02,Stockholms län,Kästa
01260409,0126,01,02,Stockholms län,Flemingsberg södra
01260410,0126,01,02,Stockholms län,Visättra-Björnkulla
01260411,0126,01,02,Stockholms län,Glömsta södra
01260412,0126,01,02,Stockholms län,Glömsta norra
01270001,0127,01,02,Stockholms län,N Lanthem
01270002,0127,01,02,Stockholms län,Tullinge C
01270003,0127,01,02,Stockholms län,Ö Tullingeberg
01270004,0127,01,02,Stockholms län,Tullinge Parkhem
01270005,0127,01,02,Stockholms län,G:a Tullingeberg
01270006,0127,01,02,Stockholms län,Tullinge Gård
01270007,0127,01,02,Stockholms län,Banslätt/Römossen
01270008,0127,01,02,Stockholms län,Tullingeskog
01270009,0127,01,02,Stockholms län,Riksten N
01270010,0127,01,02,Stockholms län,S Lanthem
01270011,0127,01,02,Stockholms län,Tullinge Villastad N
01270012,0127,01,02,Stockholms län,Tullinge Villastad S
01270013,0127,01,02,Stockholms län,Riksten S
01270020,0127,01,02,Stockholms län,Segersjö
01270021,0127,01,02,Stockholms län,Kvarnsjön
01270022,0127,01,02,Stockholms län,Tumba C
01270023,0127,01,02,Stockholms län,Broängen
01270024,0127,01,02,Stockholms län,Uttran
01270025,0127,01,02,Stockholms län,Kassmyra
01270026,0127,01,02,Stockholms län,Skäcklinge
01270028,0127,01,02,Stockholms län,Storvreten V
01270029,0127,01,02,Stockholms län,Storvreten S
01270030,0127,01,02,Stockholms län,Storvreten Ö
01270031,0127,01,02,Stockholms län,Vretarna/Tumba bruk
01270032,0127,01,02,Stockholms län,Tuna
01270033,0127,01,02,Stockholms län,Nackdala/Solhöjden
01270034,0127,01,02,Stockholms län,Kulturen Tumba Park
01270035,0127,01,02,Stockholms län,Vårsta C/Bremora
01270036,0127,01,02,Stockholms län,Grödinge Landsbygd
01270037,0127,01,02,Stockholms län,Vårsta/Malmtorp/Slättmalm
01270041,0127,01,02,Stockholms län,Albydalen V Småhus S
01270042,0127,01,02,Stockholms län,Albydalen C/Rotemannen
01270043,0127,01,02,Stockholms län,Alby småhus Ö/Albygård
01270044,0127,01,02,Stockholms län,Albyberget V/Tingstorget
01270046,0127,01,02,Stockholms län,Albyberget Ö/Albygård
01270047,0127,01,02,Stockholms län,Albydalen Ö
01270051,0127,01,02,Stockholms län,Fittja småhusområde
01270052,0127,01,02,Stockholms län,Fittja Krögarvägen
01270053,0127,01,02,Stockholms län,Fittja Forvägen
01270054,0127,01,02,Stockholms län,Fittja Värdshusvägen
01270055,0127,01,02,Stockholms län,Slagsta strand
01270061,0127,01,02,Stockholms län,Slagsta N
01270062,0127,01,02,Stockholms län,Slagsta S
01270063,0127,01,02,Stockholms län,Hallunda/Brunna
01270064,0127,01,02,Stockholms län,Hallunda C
01270065,0127,01,02,Stockholms län,Hallunda/Norsborg låghus
01270066,0127,01,02,Stockholms län,Norsborg småhusområde
01270067,0127,01,02,Stockholms län,Norsborg Ö
01270068,0127,01,02,Stockholms län,Norsborg C
01270069,0127,01,02,Stockholms län,Norsborg V
01270070,0127,01,02,Stockholms län,Eriksberg Ö
01270071,0127,01,02,Stockholms län,Eriksberg V/G:a Norsborg
01280101,0128,01,02,Stockholms län,1 Rönninge norra
01280102,0128,01,02,Stockholms län,2 Rönninge sydöstra
01280103,0128,01,02,Stockholms län,3 Salem västra
01280104,0128,01,02,Stockholms län,4 Salems centrum med omnejd
01280105,0128,01,02,Stockholms län,5 Salem norra
01280106,0128,01,02,Stockholms län,6 Rönninge centrum med omnejd
01280107,0128,01,02,Stockholms län,7 Salem södra
01280108,0128,01,02,Stockholms län,8 Salem östra
01280109,0128,01,02,Stockholms län,9 Rönninge sydvästra
01360101,0136,01,02,Stockholms län,Haninge 1 Gudö m.fl.
01360102,0136,01,02,Stockholms län,Haninge 2 Vendelsö-Norrby m.m
01360103,0136,01,02,Stockholms län,Haninge 3 Söderby
01360104,0136,01,02,Stockholms län,Haninge 4 Vega-Söderhagen
01360105,0136,01,02,Stockholms län,Haninge 5 Sågen-Lyckebyn m.fl.
01360106,0136,01,02,Stockholms län,Haninge 6 Källtorp
01360107,0136,01,02,Stockholms län,Haninge 7 Vendelsömalm N
01360108,0136,01,02,Stockholms län,Haninge 8 Vendelsömalm-Ramsdalen
01360109,0136,01,02,Stockholms län,Haninge 9 Svartbäcken m.fl
01360110,0136,01,02,Stockholms län,Haninge 10 Vendelsömalm
01360111,0136,01,02,Stockholms län,Haninge 11 Kolartorp-Hermanstorp m.m
01360112,0136,01,02,Stockholms län,Haninge 12 Vendelsömalm S m.fl.
01360113,0136,01,02,Stockholms län,Haninge 13 Brandbergen NÖ
01360114,0136,01,02,Stockholms län,Haninge 14 Brandbergen SÖ
01360115,0136,01,02,Stockholms län,Haninge 15 Vendelsö
01360116,0136,01,02,Stockholms län,Haninge 16 Brandbergen V
01360117,0136,01,02,Stockholms län,Haninge 17 Brandbergen N
01360118,0136,01,02,Stockholms län,Haninge 18 Brandbergen S
01360119,0136,01,02,Stockholms län,Haninge 19 Handen N
01360120,0136,01,02,Stockholms län,Haninge 20 Handen C
01360121,0136,01,02,Stockholms län,Haninge 21 Söderbymalm
01360123,0136,01,02,Stockholms län,Haninge 23 Poseidon
01360124,0136,01,02,Stockholms län,Haninge 24 Kvarntorp S
01360125,0136,01,02,Stockholms län,Haninge 25 Parkvägsområdet
01360126,0136,01,02,Stockholms län,Haninge 22 Vega S
01360131,0136,01,02,Stockholms län,Haninge 31 Jordbro NÖ
01360132,0136,01,02,Stockholms län,Haninge 32 Jordbro V
01360133,0136,01,02,Stockholms län,Haninge 33 Jordbro SV
01360134,0136,01,02,Stockholms län,Haninge 34 Jordbro SÖ
01360140,0136,01,02,Stockholms län,Haninge 40 Krogtäppan och Sommarbo
01360144,0136,01,02,Stockholms län,Haninge 44 Handen Central N
01360145,0136,01,02,Stockholms län,Haninge 45 Vallaområdet V
01360146,0136,01,02,Stockholms län,Haninge 46 Vallaområdet Ö
01360147,0136,01,02,Stockholms län,Haninge 47 Slätmossen m. fl.
01360148,0136,01,02,Stockholms län,Haninge 48 Jordbro N-Dåntorp-Öran
01360162,0136,01,02,Stockholms län,Haninge 62 Vendelsö-Dalen m.m
01360163,0136,01,02,Stockholms län,Haninge 63 Vega N
01360164,0136,01,02,Stockholms län,Haninge 64 Kvarntorp N
01360165,0136,01,02,Stockholms län,Haninge 65 Handen Central S
01360166,0136,01,02,Stockholms län,Haninge 66 Kolartorp-Rudan m.m
01360537,0136,01,02,Stockholms län,Haninge 37 Dalarö
01360649,0136,01,02,Stockholms län,Haninge 49 Hammarängen-Hammarskogen
01360650,0136,01,02,Stockholms län,Haninge 50 Tungelsta
01360651,0136,01,02,Stockholms län,Haninge 51 Jägartorp-Sågen m.fl.
01360652,0136,01,02,Stockholms län,Haninge 52 Skogs-Ekeby m.fl.
01360653,0136,01,02,Stockholms län,Haninge 53 Åbylund m.fl.
01360654,0136,01,02,Stockholms län,Haninge 54 Åby
01360655,0136,01,02,Stockholms län,Haninge 55 Västerhaninge
01360656,0136,01,02,Stockholms län,Haninge 56 Ribby-Öhaninge kyrkby m.m
01360657,0136,01,02,Stockholms län,Haninge 57 Ribbyberg m.fl.
01360658,0136,01,02,Stockholms län,Haninge 58 Västerhaninge SÖ-Skärgård
01360659,0136,01,02,Stockholms län,Haninge 59 Tungelsta-Utlida-Häringe
01360660,0136,01,02,Stockholms län,Haninge 61 Västerhaninge Ö
01360760,0136,01,02,Stockholms län,Haninge 60 Muskö
01380101,0138,01,02,Stockholms län,1 Björkbacken
01380102,0138,01,02,Stockholms län,2 Siken
01380103,0138,01,02,Stockholms län,3 Myggdalen
01380104,0138,01,02,Stockholms län,4 Nyboda
01380105,0138,01,02,Stockholms län,5 Fårdala
01380106,0138,01,02,Stockholms län,6 Krusboda N
01380107,0138,01,02,Stockholms län,7 Krusboda S
01380108,0138,01,02,Stockholms län,8 Öringe
01380109,0138,01,02,Stockholms län,9 Rotvik
01380110,0138,01,02,Stockholms län,10 Tyresö Strand
01380111,0138,01,02,Stockholms län,11 Tyresö Strand Centrum
01380112,0138,01,02,Stockholms län,12 Gimmersta - Nytorp - Raksta
01380113,0138,01,02,Stockholms län,13 Brevikshalvön
01380121,0138,01,02,Stockholms län,21 Fornudden
01380122,0138,01,02,Stockholms län,22 Sofieberg
01380123,0138,01,02,Stockholms län,23 Trollbäcken V
01380124,0138,01,02,Stockholms län,24 Skälsätra
01380125,0138,01,02,Stockholms län,25 Trollbäcken Ö
01380126,0138,01,02,Stockholms län,26 Hanviken
01380127,0138,01,02,Stockholms län,27 Lindalen
01380128,0138,01,02,Stockholms län,28 Bollmoraberg V
01380129,0138,01,02,Stockholms län,29 Granängsringen
01380130,0138,01,02,Stockholms län,30 Farmarstigen V
01380131,0138,01,02,Stockholms län,31 Farmarstigen Ö
01380132,0138,01,02,Stockholms län,32 Masten
01380133,0138,01,02,Stockholms län,33 Bollmoraberg Ö
01390101,0139,01,02,Stockholms län,Härnevi-Skällsta
01390102,0139,01,02,Stockholms län,Råby
01390103,0139,01,02,Stockholms län,Finnsta
01390104,0139,01,02,Stockholms län,Kockbacka-Lejondal
01390105,0139,01,02,Stockholms län,Låssa
01390106,0139,01,02,Stockholms län,Bro södra
01390107,0139,01,02,Stockholms län,Bro norra
01390108,0139,01,02,Stockholms län,Ådö-Rättarboda
01390305,0139,01,02,Stockholms län,Kungsängen södra-Stäksön södra
01390306,0139,01,02,Stockholms län,Sylta östra-Tibblehöjden
01390307,0139,01,02,Stockholms län,Lennartsnäs-Tibble S - Sylta V
01390308,0139,01,02,Stockholms län,Norrboda
01390309,0139,01,02,Stockholms län,Kungsängen norra-Stäksön norra
01390310,0139,01,02,Stockholms län,Brunna norra
01390311,0139,01,02,Stockholms län,Brunna södra
01390312,0139,01,02,Stockholms län,Tibble norra
01390313,0139,01,02,Stockholms län,Korsängen
01390512,0139,01,02,Stockholms län,Håtuna-Håbo-Tibble
01400136,0140,01,02,Stockholms län,Turinge
01400137,0140,01,02,Stockholms län,Gammeltorp-Hökmossen
01400138,0140,01,02,Stockholms län,Stensborg-Brokvarn
01400139,0140,01,02,Stockholms län,Lillhaga-Sandtorp
01400140,0140,01,02,Stockholms län,Nykvarn centrum
01400234,0140,01,02,Stockholms län,Taxinge
01600101,0160,01,02,Stockholms län,1 Täby kyrkby
01600102,0160,01,02,Stockholms län,2 Runborg
01600103,0160,01,02,Stockholms län,3 Byle
01600104,0160,01,02,Stockholms län,4 Midgård
01600105,0160,01,02,Stockholms län,5 Vallatorp södra
01600106,0160,01,02,Stockholms län,6 Vallatorp norra
01600107,0160,01,02,Stockholms län,7 Visinge
01600108,0160,01,02,Stockholms län,8 Erikslund m.fl.
01600109,0160,01,02,Stockholms län,9 Skarpäng norra
01600110,0160,01,02,Stockholms län,10 Ella park
01600111,0160,01,02,Stockholms län,"11 Ensta, Kullagränd"
01600112,0160,01,02,Stockholms län,12 Skarpäng södra
01600113,0160,01,02,Stockholms län,13 Ella gård västra
01600114,0160,01,02,Stockholms län,14 Ella gård norra
01600115,0160,01,02,Stockholms län,15 Roslags-Näsby norra
01600116,0160,01,02,Stockholms län,16 Storstugan
01600117,0160,01,02,Stockholms län,17 Åkerbyvägen
01600118,0160,01,02,Stockholms län,18 Marknadsvägen
01600119,0160,01,02,Stockholms län,19 Täby centrum
01600120,0160,01,02,Stockholms län,20 Näsbydal
01600121,0160,01,02,Stockholms län,21 Grindtorp södra
01600122,0160,01,02,Stockholms län,22 Roslags-Näsby södra
01600223,0160,01,02,Stockholms län,23 Löttingelund
01600224,0160,01,02,Stockholms län,"24 Arninge, Ullna norra"
01600225,0160,01,02,Stockholms län,25 Gribbylund norra
01600226,0160,01,02,Stockholms län,"26 Arninge, Ullna södra"
01600227,0160,01,02,Stockholms län,"27 Gribbylund västra, Myrängen"
01600228,0160,01,02,Stockholms län,28 Gribbylunds centrum
01600229,0160,01,02,Stockholms län,29 Gribbylund södra
01600230,0160,01,02,Stockholms län,30 Grindtorp norra
01600231,0160,01,02,Stockholms län,"31 Täby park, Månstenen, m.fl."
01600232,0160,01,02,Stockholms län,"32 Täby park, Smaragden m.fl."
01600233,0160,01,02,Stockholms län,"33 Täby park, Bergskristallen, m.fl."
01600234,0160,01,02,Stockholms län,34 Viggbyholm västra
01600235,0160,01,02,Stockholms län,35 Viggbyholm norra
01600236,0160,01,02,Stockholms län,36 Hägernäs norra
01600237,0160,01,02,Stockholms län,"37 Lahäll, Näsbygård"
01600238,0160,01,02,Stockholms län,38 Norskogen m.fl.
01600239,0160,01,02,Stockholms län,39 Näsbyparks centrum
01600240,0160,01,02,Stockholms län,40 Näsbypark östra
01600241,0160,01,02,Stockholms län,41 Viggbyholm sydväst
01600242,0160,01,02,Stockholms län,42 Viggbyholm sydöst
01600243,0160,01,02,Stockholms län,43 Hägernäs södra
01600244,0160,01,02,Stockholms län,44 Näsbypark västra
01600245,0160,01,02,Stockholms län,45 Näsby slott
01620101,0162,01,02,Stockholms län,Gamla Enebyberg
01620102,0162,01,02,Stockholms län,Sätra Äng
01620103,0162,01,02,Stockholms län,Klingsta
01620104,0162,01,02,Stockholms län,Kevinge Strand-Charlottenberg
01620105,0162,01,02,Stockholms län,Kevinge-Mörbyskogen
01620106,0162,01,02,Stockholms län,Berga-Rinkeby
01620107,0162,01,02,Stockholms län,Mörby
01620108,0162,01,02,Stockholms län,Nora
01620109,0162,01,02,Stockholms län,Anneberg
01620110,0162,01,02,Stockholms län,Norra Djursholm
01620111,0162,01,02,Stockholms län,Mellersta Djursholm
01620112,0162,01,02,Stockholms län,Djursholms Ekeby
01620113,0162,01,02,Stockholms län,Långängen-Tranholmen
01620114,0162,01,02,Stockholms län,Stocksund
01620115,0162,01,02,Stockholms län,Svalnäs
01620116,0162,01,02,Stockholms län,Södra Djursholm
01620117,0162,01,02,Stockholms län,Djursholms Ösby
01620118,0162,01,02,Stockholms län,Sikreno
01620119,0162,01,02,Stockholms län,Inverness
01620120,0162,01,02,Stockholms län,Västra Enebyberg
01630110,0163,01,02,Stockholms län,10 Mellersta Rotebro
01630111,0163,01,02,Stockholms län,11 Gillbo-Gillberga
01630112,0163,01,02,Stockholms län,12 Södra Rotebro
01630113,0163,01,02,Stockholms län,13 Rotsunda
01630114,0163,01,02,Stockholms län,14 Rotsunda gård
01630115,0163,01,02,Stockholms län,15 Rotsunda strand
01630121,0163,01,02,Stockholms län,21 Södra Viby
01630122,0163,01,02,Stockholms län,22 Norra Viby
01630123,0163,01,02,Stockholms län,23 Östra Viby
01630131,0163,01,02,Stockholms län,31 Norra Norrviken
01630132,0163,01,02,Stockholms län,32 Södra Norrviken
01630140,0163,01,02,Stockholms län,40 Norra Väsjön
01630141,0163,01,02,Stockholms län,41 Södra Väsjön
01630142,0163,01,02,Stockholms län,42 Edsängen-Solängen
01630143,0163,01,02,Stockholms län,43 Tunberget
01630151,0163,01,02,Stockholms län,51 Östra Häggvik
01630152,0163,01,02,Stockholms län,52 Västra Häggvik
01630153,0163,01,02,Stockholms län,53 Skälby-Edsbacka
