code,municipality,county,constituency,constituency_name,name,electorate,kind,baseline_source,prior_rate,expected_votes,old_codes,prior_M,prior_C,prior_L,prior_KD,prior_MP,prior_S,prior_V,prior_SD,prior_ÖVR
01150109,0115,01,02,Stockholms län,9 Ormsta S,1791,ordinary,district_mapping,0.7032679738562092,1259.5529411764708,01150109,0.16797778806108282,0.07357704766311893,0.056918093475242945,0.04766311892642295,0.051365108745950946,0.3216103655714947,0.05229060620083295,0.2077741786210088,0.020823692734844978
01150110,0115,01,02,Stockholms län,10 Lovisedal,1716,ordinary,district_mapping,0.8622719246615657,1479.6586227192468,01150110,0.29908132017693095,0.0717931269139163,0.07247363048656005,0.04933650901667234,0.0561415447431099,0.24464103436543042,0.038448451854372234,0.15889758421231712,0.00918679823069071
01150111,0115,01,02,Stockholms län,11 Karlberg,1787,ordinary,district_mapping,0.8445901639344262,1509.2826229508196,01150111,0.3114119922630561,0.06769825918762089,0.06924564796905222,0.05609284332688588,0.05299806576402321,0.22088974854932303,0.022050290135396517,0.193036750483559,0.0065764023210831725
01150112,0115,01,02,Stockholms län,12 Vada-Angarn-Össeby,1544,ordinary,district_mapping,0.8501997336884154,1312.7083888149134,01150112,0.2664845883730004,0.07608271556769411,0.053452984783456885,0.053452984783456885,0.05891533359344518,0.20483808037456105,0.03160358954350371,0.24307452204447913,0.012095200936402654
01150113,0115,01,02,Stockholms län,13 Bällsta S,1334,ordinary,district_mapping,0.9064692127825409,1209.2299298519094,01150113,0.33704496788008564,0.115203426124197,0.08779443254817987,0.054389721627408995,0.041541755888650965,0.1948608137044968,0.017558886509635975,0.13747323340471093,0.014132762312633832
01150114,0115,01,02,Stockholms län,14 Bällsta V,1925,ordinary,district_mapping,0.8449656750572082,1626.5589244851258,01150114,0.2683091461356733,0.07458656766790416,0.07188660141748228,0.057036787040162,0.05433682078974013,0.23658454269321633,0.041511981100236246,0.18596017549780627,0.009787377657779277
01150115,0115,01,02,Stockholms län,15 Vallentuna sydöstra,1599,ordinary,district_mapping,0.8688419705694178,1389.278310940499,01150115,0.28293577981651374,0.07963302752293577,0.0708256880733945,0.03853211009174312,0.050275229357798164,0.2506422018348624,0.027522935779816515,0.19339449541284404,0.006238532110091743
01150116,0115,01,02,Stockholms län,16 Garn,1166,ordinary,district_mapping,0.8253968253968254,962.4126984126983,01150116,0.21212121212121213,0.08771929824561403,0.037745879851143006,0.037745879851143006,0.05263157894736842,0.22488038277511962,0.04199893673577884,0.2886762360446571,0.01648059542796385
01150117,0115,01,02,Stockholms län,17 Kårsta-Frösunda,1764,ordinary,district_mapping,0.802263251935676,1415.1923764145326,01150117,0.20902700702922677,0.073621901590825,0.049944506104328525,0.059563448020717724,0.07214206437291898,0.1905290418054014,0.04476507584165742,0.2830188679245283,0.017388087310395855
01170001,0117,01,02,Stockholms län,Berga NV,1495,ordinary,district_mapping,0.7687707641196013,1149.312292358804,01170002,0.2001721911321567,0.06500215238915195,0.052948773138183386,0.03056392595781317,0.04433921653034869,0.31984502798105896,0.07188979767541971,0.1967283684890228,0.018510546706844596
